5	1.333333333	0.5	0.207193854
5	1.25	0.5	0.156911479
5	1.083333333	0.5	0.172254803
5	1.083333333	0.5	0.148647098
5	1.333333333	0.5	0.207193854
5	1.333333333	0.5	0.188025358
5	0.916666667	0.5	0.120499801
5	1.166666667	0.5	0.142133811
15	2.25	0.5	0.494285527
15	2.5	0.5	0.369274473
15	3.083333333	0.5	0.583333333
15	2.666666667	0.5	0.466016864
15	4.916666667	0.5	0.639108438
15	4.25	0.5	0.48656184
15	5.083333333	0.5	0.639108438
15	5	0.5	0.596708141
20	5.333333333	0.5	0.505025252
20	5.333333333	0.5	0.405143696
20	5.416666667	0.5	0.357989617
20	5.416666667	0.5	0.407474359
20	6.083333333	0.5	0.514315275
20	8.583333333	0.5	0.961046883
20	7.416666667	0.5	0.856864734
20	6.916666667	0.5	0.434468211
25	5.083333333	0.5	0.802064886
25	5.833333333	0.5	0.886201746
25	5.083333333	0.5	0.684883681
25	5.083333333	0.5	0.684883681
25	8.166666667	0.5	0.736837359
25	7.25	0.5	0.199431009
25	6.666666667	0.5	0.457816513
25	6.75	0.5	0.264718261
30	3.625	0.5	1.0715413
30	5.625	0.5	0.802753311
30	3.25	0.5	0.801277389
30	3.375	0.5	0.75659975
30	4.791666667	0.5	0.759930054
30	5.708333333	0.5	0.700266003
30	4.5	0.5	0.567423737
30	5.291666667	0.5	0.678284192
10	1.5	0.5	0.325669474
10	2	0.5	0.348155312
10	2.354166667	0.5	0.728517027
10	2.854166667	0.5	0.815602081
10	3.375	0.5	0.867936861
10	2.333333333	0.5	0.588183301
10	2.479166667	0.5	0.59944603
10	2.0625	0.5	0.380794872
